text,labels,predictions
"Cela doit être bien Pour un bon plus grand, m'a fille je n'est pas pu m'en servir dès la naissance, et la elle a 4 mois et toujours pas possible, je le garde je pense l'utiliser plus tard. J'ai opté pour l'écharpe de portage plus adapté pour les tout Petit.",fr,fr
ฉันไม่เคยที่จะไม่สามารถทำอะไรกับขนมเค้กได้,th,th
کیا ہم جانتے ہیں کہ ہم کیا کہنے والے ہیں۔,ur,ur
"Przepraszam za zwięzłość tej odpowiedzi, ale powiedziałbym, że ""nazwany"" jest preferowany w kontekście twojego przykładu.",pl,pl
magar unho ne iske sath kuch mukhtalif kiya.,ur,fr
"No puedo opinar, se han equivocado y me han mandado otro artículo.",es,es
"Vâng, không hợp pháp khi mang súng lục ở Texas, nhưng sẽ không sao nếu bạn dùng ở nhà",vi,vi
"Im Großen und Ganzen macht das Teil was es soll!Nicht mehr, und nicht weniger!",de,de
"De autoriteiten identificeerden de tipgever als Richard Powell, die gevangen zit voor het doden van zijn hospita in 1982.",nl,nl
满满一大罐的分量很足 就是有点咸 腰果不是很新鲜 其他都很好,zh,ar
"Son muy bonitos, de buena calidad y funcionan perfectamente. Estamos muy contentos con esta compra, es buena manera de reducir el consumo de basura.",es,es
"Τέσσερις από τους επιτιθέμενους της 9/11 κρατήθηκαν στον δευτεροβάθμιο έλεγχο των συνόρων, αλλά στη συνέχεια ομολόγησαν.",el,el
حسنا لماذا لا تبدأ لأن لديك المزيد من الوقت للتفكير في ذلك إذا كنت لا تمانع,ar,ar
لا توجد فروق بين الزملاء الأصغر والأكبر سنا في درجات اختبار التحصيل.,ar,ar
"Ваша помощь сегодня позволит еще больше укрепить наследие филантропии в Америке путем расширения важнейших образовательных, лидерских и массовых программ Центра.",ru,ru
"Sim, é verdade que o tamanho aparente da Lua é de 30 arcmin.",pt,pt
"Quelle expérience ! J'ai été livrée d'un carton vide, un emballage même pas fermé donc j'ai payé pour ....rien ! Le seul point positif c’est que le délai de livraison a été respecté !",fr,fr
Время управляет двумя анти-эмоциональными статьями.,ru,ru
手机下载了Kindle app，找到了很多0元电子书，不用买实体kindle也能看电子书了,zh,zh
"首先是发错货，订的38发的40，其次真的很肥，长宽差不多，感觉L码像是平常的3XL,买的时候一定要小心点 花色还行吧",zh,zh
मुझे आशा है कि आप एक योगदानकर्ता रहें और यहाँ तक की हमारी 25 साल का कहानी कहने को इस साल  अपने उपहार मे $25 वृद्धि करके सम्मान करने का विचार अपनो।,hi,hi
Por el precio que tiene tampoco es que se le pueda pedir mucho pero aunque es un poco inestable. Por supuesto no sirve para añadirle mucho peso.,es,es
O movimento da bola no ar chama-se swing bowling.,pt,pt
動作等は問題ありませんが、振動が気になります。下の面に紙を敷く等やってみましたがやはり後がうるさい感じがします。,ja,ja
Mặc dù tôi không hiểu làm thế nào mà anh ta có thể mong đợi tôi làm nó được.,vi,vi
Ludzie grają w krykieta.,pl,pl
This is piece of shit!!! Do not waste your money for this!!!,en,en
"Se ho capito bene, state cercando un iperonimo di inclusione ed esclusione.",it,it
"Πιστέψτε με, είμαι πολύ ευγνώμων.",el,el
Una donna sta affettando del tonno.,it,it
"Für den Preis kann man nicht viel erwarten und das bekommt man auch. Sehr instabil bei Wind. Man hat immer das Gefühl gleich bricht er weg. Setzt sehr schnell Flugrost an und die Beschichtung ist auch eher dünn was zu schnellen Kratzern führt. Mir wurde auch die falsche Farbe gliefert, das mir erst zu spät aufgefallen ist, da das Wetter lange nicht schön genug war um ihn aufzubauen. Konnte ihn zum Glück schnell ohne Verluste verkaufen.",de,de
"Hàng năm có hơn 500 triệu người vượt biên giới Hoa Kỳ tại các điểm nhập cảnh hợp pháp, khoảng 330 triệu người không phải là công dân Mỹ.",vi,vi
Works great for the older xbox,en,en
เบรนเดน กริลล์อดีตผู้อำนวยการระดับสูงแห่งกลุ่มเบอร์แซ็กครันทรี่ได้กล่าวว่าเขาได้เข้ามาดูการรวมตัวที่ได้จัดว่าเป็นความก้าวหน้าสำหรับเซ้าเท็กซัส,th,th
"عندما غادر إيربان إلى فيتنام, كنا فقط تزوجنا لفترة قصيرة, كما قال جو آن.",ar,ur
"Ein wirklich sehr schöner Bilderrahmen, wie auf dem Foto und in der Beschreibung.... etwas langer Versand, aber das wurde vorher angegeben.",de,de
Great price. Fast delivery. Exactly as described. Love the extra batteries. Perfect.,en,en
"При том что утверждение является лучшим вариантом, ответ предоставляет мысленный образ заключения.",ru,ru
Een schildpad loopt over de grond.,nl,nl
يمكنك إلقاء نظرة على باسيو دي غراسيا إلى الشرق ، وخاصة شوارع ديبوتشيا و كونسيل دي سنت و مايوركا وفالينسيا و سوق  ماركت دي لا كونسيبيا.,ar,ar
有一点点掉漆，小朋友还是很喜欢，冬天保温点东西应该不错。,zh,zh
我想说，书的内容没有问题。但是！亚马逊为什么要卖旧书给我呢？包装完好，但是书是破的，并且封面是脏的，明显的使用痕迹。你明码标价，是诚心购买，为何这样欺负消费者呢？我不建议大家在这里购买本书，谢谢。个人经历,zh,zh
Bien recu état parfait et complet cette obligation de 20 mots minimum dans les commentaires est contraignante et stupide . Voila c'est dit...,fr,fr
"Me encanta, es bonita y por fuera se ve perfecta y cómoda. Por dentro se han descosido los hilos varias veces, comunicando el bolsillo exterior con el interior de la mochila y tiene una capa plástica o esponjosa no sabría decir (supongo que para hacerla impermeable) que se ha pelado.",es,es
"Fast Picture Viewer heeft een uitgebreid pakket voor de lage prijs van $9,99 en het lijkt ze allemaal te dekken.",nl,nl
"tam olarak aktif bir durumdur, bu sizin pasif olarak dahil olabileceğinizi ve herhangi bir iyilik yapmayı umduğunuzu bildiğiniz bir şey değil sanmıyorum",tr,tr
Nadharia ya Mchapishaji wa dawa na usafi wa kisasa zimevunja matatizo mengi makubwa yaliyotumia mfumo wa kinga.,sw,sw
No atrae los mosquitos,es,es
سوسائٹی کے آپریشنز کی حمایت کے ذریعے ہر روز تشکیل دیا جارہا ہے.,ur,ur
"Isto pode ser demasiado óbvio, mas em inglês americano, dizer ""you're welcome"" é certamente educado e padrão.",pt,pt
"Các đại lộ mua sắm và đi bộ chính là đại lộ Passeig de Gracia trang nhã, một phiên bản khác của đại lộ Champs d'Elysee ở thành phố Barcelona và phố Rambla de Catalunya dành cho người đi bộ, một khu phố cao cấp của phố La Rambla.",vi,vi
Vamos la camiseta de excelente calidad,es,es
"Самият стадион и дейностите, които са се извършвали там, се наричали агон – гръцка дума, която първоначално е означавала просто състезание, но която ни е дала нашата дума агония.",bg,bg
Δεν είναι δυνατόν να γνωρίζουμε την έκταση ή την κατεύθυνση της μεροληψίας στη συνολική μεταβολή του περιστατικού με βάση τη γενική εφαρμογή μιας και μόνο λειτουργίας C-R παντού.,el,el
"Ну, почему бы тебе не начать, поскольку у тебя было больше времени, чтобы подумать об этом, если ты не против?",ru,ru
